============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(18.1 MeV) ==> Layer 1( 1.51 mm) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T74230  1 .6317819E+07   1513000E+01  .6873E+06 -.3056E+05   .9953507  .0957212 -.0106983
T74231  1 .5980831E+07   1513000E+01  .4998E+06 -.5093E+05   .9974398  .0570745  .0430862
T74232  1 .5725984E+07   1513000E+01 -.3769E+06 -.1008E+07   .9926445 -.0620815 -.1039360
T74233  1 .6352371E+07   1513000E+01  .6209E+05  .2444E+06   .9998162 -.0066966  .0179619
T74234  1 .6286425E+07   1513000E+01 -.2643E+06  .3398E+06   .9983237  .0041660  .0577274
T74235  1 .6222183E+07   1513000E+01  .2235E+06 -.1017E+06   .9963779 -.0361256 -.0769811
T74236  1 .6171831E+07   1513000E+01  .9143E+04  .2931E+05   .9991854 -.0398963 -.0060666
T74237  1 .6116595E+07   1513000E+01  .2851E+06  .4565E+06   .9968574  .0395999  .0686083
T74238  1 .6196429E+07   1513000E+01  .2175E+06  .2127E+06   .9996262  .0239497 -.0131894
T74239  1 .6591376E+07   1513000E+01 -.1397E+06 -.5782E+06   .9877665 -.0791061 -.1343860
T74240  1 .6465545E+07   1513000E+01 -.3918E+06  .2054E+05   .9978184 -.0444676 -.0487969
T74241  1 .5874369E+07   1513000E+01 -.1433E+06  .3903E+06   .9922734 -.0792273  .0954807
T74242  1 .6197165E+07   1513000E+01 -.2028E+06  .9608E+05   .9999301  .0115156  .0026659
T74243  1 .5162294E+07   1513000E+01 -.3374E+06 -.1715E+06   .9958014 -.0870710 -.0282527
T74244  1 .5837269E+07   1513000E+01 -.1044E+06 -.8989E+05   .9999469 -.0098670  .0029739
T74245  1 .5640452E+07   1513000E+01  .5454E+06 -.3688E+06   .9932395  .1150938 -.0151221
T74246  1 .6118067E+07   1513000E+01 -.1237E+06  .3783E+06   .9981255 -.0509087  .0339661
T74247  1 .5982131E+07   1513000E+01 -.4738E+05 -.3038E+06   .9976387 -.0147297 -.0670824
T74248  1 .6461106E+07   1513000E+01  .1478E+05 -.2095E+06   .9934393  .0416245 -.1065168
T74249  1 .6154241E+07   1513000E+01  .1188E+06  .2510E+06   .9997387  .0228546  .0004737
T74250  1 .6091813E+07   1513000E+01 -.3495E+05 -.4247E+05   .9991905 -.0394024  .0081103
T74251  1 .6271801E+07   1513000E+01  .3193E+06 -.1855E+06   .9985238 -.0143582 -.0523840
T74252  1 .5954879E+07   1513000E+01 -.1987E+06 -.6746E+06   .9901737 -.0027729 -.1398153
T74253  1 .5711715E+07   1513000E+01  .1637E+06  .8625E+05   .9992856 -.0264031 -.0270396
T74254  1 .5906507E+07   1513000E+01  .5456E+05 -.1581E+06   .9989836  .0053284  .0447591
T74255  1 .6240941E+07   1513000E+01  .2373E+06  .5067E+06   .9943739  .0124732  .1051898
T74256  1 .5993829E+07   1513000E+01 -.1646E+06 -.1755E+06   .9996534  .0208177 -.0161156
T74257  1 .6712271E+07   1513000E+01  .5446E+05  .1377E+06   .9989520  .0187002  .0417764
T74258  1 .6162350E+07   1513000E+01  .3618E+06  .2170E+05   .9985926  .0530109 -.0016089
T74259  1 .5931482E+07   1513000E+01 -.1302E+06  .1075E+06   .9980639  .0605422 -.0142544
T74260  1 .4709426E+07   1513000E+01 -.3413E+07 -.1805E+06   .9420884 -.3297188 -.0612777
T74261  1 .5790275E+07   1513000E+01  .8282E+05 -.1901E+06   .9991652 -.0154070 -.0378357
T74262  1 .6280647E+07   1513000E+01  .1448E+06 -.7883E+05   .9998351 -.0003353  .0181551
T74263  1 .5942502E+07   1513000E+01  .1895E+06  .3000E+06   .9925596  .0908570  .0810583
T74264  1 .6721149E+07   1513000E+01 -.1142E+06  .2963E+06   .9995550  .0203170  .0218429
T74265  1 .6242587E+07   1513000E+01 -.3272E+05 -.4486E+06   .9968105  .0452244 -.0657545
T74266  1 .5217693E+07   1513000E+01 -.5484E+05 -.2047E+06   .9979864  .0583883 -.0247761
T74267  1 .6166141E+07   1513000E+01 -.1115E+06 -.2179E+06   .9999816 -.0051777  .0031491
T74268  1 .5642425E+07   1513000E+01 -.2317E+06  .1802E+06   .9988421 -.0372946  .0303916
T74269  1 .6104586E+07   1513000E+01 -.8460E+05 -.4148E+06   .9965920 -.0150174 -.0811098
T74270  1 .5836947E+07   1513000E+01 -.5164E+06  .2362E+06   .9884050 -.1492592  .0278781
T74271  1 .6182396E+07   1513000E+01  .9065E+06 -.6537E+05   .9909402  .1244826 -.0504135
T74272  1 .6183400E+07   1513000E+01 -.2864E+06 -.3940E+06   .9998365 -.0180337 -.0013218
T74273  1 .6427266E+07   1513000E+01 -.4312E+06 -.2407E+06   .9951429 -.0869300 -.0461937
T74274  1 .6235913E+07   1513000E+01  .6426E+05 -.1455E+06   .9959946 -.0037519 -.0893342
T74275  1 .6298623E+07   1513000E+01  .1086E+06  .2167E+06   .9971663  .0138235  .0739485
T74276  1 .6276280E+07   1513000E+01 -.9946E+05  .4378E+06   .9546211  .0759757  .2879691
T74277  1 .6242216E+07   1513000E+01  .3105E+06  .5454E+06   .9948972 -.0116346  .1002204
T74278  1 .5812420E+07   1513000E+01  .1083E+06 -.3361E+06   .9977997 -.0065926 -.0659713
T74279  1 .6360179E+07   1513000E+01  .8891E+05  .6483E+06   .9979046 -.0093590  .0640218
T74280  1 .5647266E+07   1513000E+01  .2702E+05  .1468E+06   .9996995  .0228811  .0087952
T74281  1 .5799666E+07   1513000E+01 -.2012E+06 -.3512E+06   .9959723 -.0632854 -.0635145
T74282  1 .5864367E+07   1513000E+01  .4523E+06  .7192E+04   .9977050  .0672310 -.0080473
T74283  1 .5995919E+07   1513000E+01 -.4043E+06  .2531E+06   .9961306 -.0854894  .0203797
T74284  1 .6707554E+07   1513000E+01 -.1607E+05  .6546E+05   .9957366 -.0057098 -.0920653
T74285  1 .5617786E+07   1513000E+01 -.2170E+06 -.3656E+06   .9941932  .0744034  .0777429
T74286  1 .6138868E+07   1513000E+01 -.3111E+05  .2347E+06   .9999945 -.0032472  .0006447
T74287  1 .5932886E+07   1513000E+01 -.1055E+06 -.4095E+06   .9970760 -.0586879 -.0489396
T74288  1 .5870843E+07   1513000E+01 -.4792E+06  .8963E+05   .9969855 -.0419845 -.0652475
T74289  1 .6497029E+07   1513000E+01 -.5555E+06 -.1578E+06   .9983591 -.0565855  .0087867
T74290  1 .6816836E+07   1513000E+01  .3999E+05 -.5080E+05   .9999100 -.0134090  .0005115
T74291  1 .6068271E+07   1513000E+01 -.4480E+06  .1160E+06   .9967315 -.0791522  .0161612
T74292  1 .6698959E+07   1513000E+01  .6292E+06  .4991E+06   .9963403  .0784422  .0339529
T74293  1 .6025205E+07   1513000E+01 -.5829E+06  .9035E+05   .9929199 -.1186388 -.0059016
T74294  1 .6069552E+07   1513000E+01  .5118E+05  .3148E+05   .9993072 -.0347001  .0134562
T74295  1 .6409062E+07   1513000E+01  .2141E+06  .1665E+06   .9994685  .0322655 -.0046503
T74296  1 .5432900E+07   1513000E+01 -.5145E+06  .1511E+07   .9876730  .0216078  .1550325
T74297  1 .5712163E+07   1513000E+01  .4754E+06  .8794E+05   .9973324  .0714483 -.0149411
T74298  1 .5960102E+07   1513000E+01 -.5147E+06 -.2283E+06   .9979504 -.0388755 -.0508303
T74299  1 .6003328E+07   1513000E+01 -.2892E+06  .4647E+06   .9963909 -.0821775  .0212623
T74300  1 .5589062E+07   1513000E+01  .1655E+06  .4209E+06   .9977095  .0344283  .0582271
T74301  1 .6397989E+07   1513000E+01 -.4979E+06  .6324E+06   .9925538 -.1181541  .0296064
T74302  1 .6452160E+07   1513000E+01 -.2878E+06  .1709E+06   .9989021 -.0337222  .0325174
T74303  1 .6392609E+07   1513000E+01  .1115E+06 -.5999E+03   .9999707 -.0073911 -.0019754
T74304  1 .5278112E+07   1513000E+01 -.1833E+06 -.4060E+06   .9968651 -.0234533 -.0755638
T74305  1 .5272279E+07   1513000E+01 -.2222E+06 -.6685E+05   .9909393  .0771207 -.1099620
T74306  1 .5633837E+07   1513000E+01  .3251E+06  .7385E+05   .9978091  .0490155  .0444357
T74307  1 .6729293E+07   1513000E+01 -.5003E+06  .2387E+06   .9950565 -.0532070  .0838543
T74308  1 .6418886E+07   1513000E+01  .3649E+05  .6931E+06   .9986934 -.0431623  .0273595
T74309  1 .6187141E+07   1513000E+01 -.1542E+06 -.1100E+06   .9973835 -.0631192  .0352449
T74310  1 .6157039E+07   1513000E+01 -.3246E+06 -.2226E+06   .9972110 -.0706855  .0239522
T74311  1 .6274031E+07   1513000E+01  .3548E+06  .6912E+06   .9963816  .0491145  .0693649
T74312  1 .6316529E+07   1513000E+01 -.1369E+06 -.8573E+05   .9999617 -.0023577  .0084306
T74313  1 .6350509E+07   1513000E+01 -.3269E+06 -.5680E+06   .9877227 -.0688910 -.1402066
T74314  1 .5776819E+07   1513000E+01  .6644E+06 -.4089E+05   .9931458  .1082311  .0441296
T74315  1 .6357863E+07   1513000E+01  .2560E+06  .6689E+06   .9946754  .0628545  .0816715
T74316  1 .6030061E+07   1513000E+01 -.4057E+06 -.2607E+06   .9990797 -.0228574 -.0362932
T74317  1 .6398024E+07   1513000E+01 -.1436E+06 -.1547E+06   .9986541 -.0514108  .0068472
T74318  1 .6020631E+07   1513000E+01 -.7149E+06 -.3626E+05   .9958044 -.0912401  .0069859
T74319  1 .6609737E+07   1513000E+01  .6901E+06 -.1539E+05   .9948748  .1010567 -.0034192
T74320  1 .6640491E+07   1513000E+01 -.3348E+06 -.2095E+06   .9990592 -.0172439 -.0397915
T74321  1 .6578774E+07   1513000E+01  .3278E+06  .5031E+05   .9985052 -.0495056  .0231629
T74322  1 .6271567E+07   1513000E+01 -.3376E+06  .2346E+06   .9989424 -.0381176  .0257130
T74323  1 .6687176E+07   1513000E+01 -.1427E+06 -.2633E+06   .9987936 -.0489623 -.0037398
T74324  1 .6254635E+07   1513000E+01  .1204E+06  .9728E+05   .9995230  .0168108 -.0259051
T74325  1 .6625109E+07   1513000E+01 -.6632E+06 -.2015E+06   .9893919 -.1393787  .0409544
T74326  1 .5790478E+07   1513000E+01 -.8306E+05 -.1078E+05   .9999828  .0024663 -.0053213
T74327  1 .5734034E+07   1513000E+01  .5192E+05  .1074E+06   .9963936 -.0628304  .0570276
T74328  1 .6176849E+07   1513000E+01 -.1810E+06 -.7368E+05   .9999062  .0134186  .0027493
T74329  1 .6230301E+07   1513000E+01 -.2368E+06 -.1131E+06   .9997104  .0058184 -.0233491
T74330  1 .5921057E+07   1513000E+01 -.3206E+06 -.3995E+06   .9930594 -.1163483 -.0172089
T74331  1 .5205757E+07   1513000E+01 -.5553E+05  .3511E+06   .9984977 -.0248766  .0488216
T74332  1 .6197990E+07   1513000E+01  .9109E+05  .2769E+06   .9986033 -.0012941  .0528182
T74333  1 .5550418E+07   1513000E+01 -.3048E+06  .4094E+06   .9903747 -.0570681  .1260996
T74334  1 .6214380E+07   1513000E+01  .2756E+05 -.1300E+06   .9996124 -.0064669  .0270791
T74335  1 .5628304E+07   1513000E+01 -.3140E+06  .1729E+06   .9992250 -.0154045 -.0362236
T74336  1 .5827040E+07   1513000E+01 -.2760E+06 -.3792E+06   .9968030 -.0120736 -.0789812
T74337  1 .6353035E+07   1513000E+01 -.5508E+05 -.3121E+06   .9993402  .0311089 -.0187438
T74338  1 .6062997E+07   1513000E+01  .1613E+06  .1422E+05   .9994989  .0086218 -.0304567
T74339  1 .6043123E+07   1513000E+01  .4248E+06  .5388E+06   .9853838  .0765829  .1521637
T74340  1 .6358729E+07   1513000E+01  .5441E+05 -.3128E+05   .9992575 -.0330972 -.0197236
T74341  1 .6441441E+07   1513000E+01 -.2090E+06  .1306E+06   .9969508 -.0663653  .0410449
T74342  1 .5999520E+07   1513000E+01  .8940E+06 -.5396E+06   .9838177  .1642117 -.0716740
T74343  1 .6248818E+07   1513000E+01 -.2785E+05 -.2187E+06   .9995444  .0222380 -.0204098
T74344  1 .6350886E+07   1513000E+01 -.4285E+06 -.2466E+06   .9989059 -.0421254 -.0203089
T74345  1 .6186626E+07   1513000E+01 -.1958E+06 -.1568E+06   .9995127  .0256939 -.0177255
T74346  1 .5770775E+07   1513000E+01  .8763E+05  .4103E+06   .9992732  .0304561  .0229219
T74347  1 .5739111E+07   1513000E+01 -.3295E+06  .4006E+05   .9982583 -.0472906  .0352706
T74348  1 .5968130E+07   1513000E+01  .1331E+06  .5590E+06   .9964032  .0196707  .0824240
T74349  1 .5770390E+07   1513000E+01  .5600E+05 -.3384E+06   .9929773  .0737947 -.0924680
T74350  1 .6191150E+07   1513000E+01  .7435E+05  .2199E+06   .9998172 -.0089163 -.0169155
T74351  1 .5783313E+07   1513000E+01 -.1231E+07  .6236E+06   .9854564 -.1537248  .0724187
T74352  1 .5825299E+07   1513000E+01  .9411E+06 -.1432E+06   .9878712  .1279562 -.0879640
T74353  1 .6060757E+07   1513000E+01 -.3061E+05  .1382E+06   .9999961 -.0026634  .0007793
T74354  1 .6316782E+07   1513000E+01 -.2826E+05  .8341E+05   .9998019 -.0083302 -.0180767
T74355  1 .6579857E+07   1513000E+01  .2737E+05 -.2156E+06   .9991669  .0407362 -.0024454
T74356  1 .6558357E+07   1513000E+01  .4216E+05  .3983E+06   .9993471  .0014572  .0361018
T74357  1 .6222861E+07   1513000E+01 -.8183E+04  .1194E+06   .9986245  .0472594  .0227099
T74358  1 .6242521E+07   1513000E+01 -.4619E+06  .2849E+05   .9985450 -.0535228  .0065769
T74359  1 .5402878E+07   1513000E+01 -.8971E+05 -.1687E+06   .9991904  .0198980 -.0349648
T74360  1 .7024652E+07   1513000E+01  .6914E+05 -.2607E+06   .9950432  .0375051 -.0921003
T74361  1 .6212678E+07   1513000E+01  .2419E+06 -.1913E+05   .9981552  .0251308  .0552690
T74362  1 .6166066E+07   1513000E+01  .2913E+06  .3785E+06   .9988395  .0283090  .0389640
T74363  1 .6056454E+07   1513000E+01 -.7966E+06 -.3723E+06   .9933751 -.0585445 -.0988860
T74364  1 .6062540E+07   1513000E+01 -.7454E+05 -.1874E+06   .9993729 -.0116498 -.0334390
T74365  1 .6110202E+07   1513000E+01 -.4510E+06 -.1499E+06   .9992279 -.0389527 -.0051210
T74366  1 .6495699E+07   1513000E+01  .6568E+05 -.1279E+06   .9979382  .0564389 -.0305603
T74367  1 .5817320E+07   1513000E+01  .4803E+06 -.8981E+05   .9967198  .0724122 -.0361400
T74368  1 .5842470E+07   1513000E+01 -.1789E+06 -.6472E+05   .9990928  .0154787 -.0396730
T74369  1 .6320626E+07   1513000E+01  .9612E+06  .1970E+06   .9889934  .1479090  .0038673
T74370  1 .6147720E+07   1513000E+01 -.8565E+05 -.1690E+05   .9990855 -.0364594 -.0223334
T74371  1 .5855330E+07   1513000E+01 -.2837E+05 -.1387E+06   .9970860 -.0534598 -.0544193
T74372  1 .5630618E+07   1513000E+01  .4529E+06 -.1955E+06   .9983132  .0401292 -.0419578
T74373  1 .6163216E+07   1513000E+01 -.4474E+05 -.7677E+05   .9984754  .0315672 -.0452815
T74374  1 .5816401E+07   1513000E+01  .1798E+06 -.3107E+06   .9989880 -.0026308 -.0449000
T74375  1 .5992920E+07   1513000E+01 -.2073E+06 -.3247E+06   .9996439 -.0229796  .0135633
T74376  1 .5894298E+07   1513000E+01 -.3121E+06  .8682E+05   .9979384 -.0636179 -.0084687
T74377  1 .5970991E+07   1513000E+01  .1380E+06 -.5365E+05   .9985477  .0255312 -.0474405
T74378  1 .6224441E+07   1513000E+01 -.1959E+05  .3993E+05   .9998820  .0125590 -.0088476
T74379  1 .5737816E+07   1513000E+01 -.1587E+06  .3169E+06   .9987336 -.0320548  .0387776
T74380  1 .6256773E+07   1513000E+01 -.4592E+05 -.2671E+06   .9999494  .0089775  .0045357
T74381  1 .6269541E+07   1513000E+01  .3693E+06  .1307E+06   .9981886  .0596012  .0082008
T74382  1 .5859973E+07   1513000E+01  .1614E+05  .2317E+06   .9990266 -.0110391 -.0427074
T74383  1 .6270237E+07   1513000E+01  .2196E+06 -.4190E+06   .9984541  .0168529 -.0529655
T74384  1 .6039939E+07   1513000E+01  .9633E+06 -.1233E+06   .9902968  .1322538  .0426759
T74385  1 .5963790E+07   1513000E+01 -.6804E+06  .1481E+06   .9897518 -.1425742  .0079917
T74386  1 .6759090E+07   1513000E+01  .4254E+05  .4687E+05   .9993246  .0057172  .0363008
T74387  1 .5977576E+07   1513000E+01  .5576E+06  .3114E+06   .9947216  .0534088  .0876150
T74388  1 .5753488E+07   1513000E+01  .2676E+06 -.1217E+06   .9954015  .0862415 -.0416920
T74389  1 .6104184E+07   1513000E+01 -.9035E+06  .8716E+05   .9963689 -.0797590 -.0297917
T74390  1 .6083864E+07   1513000E+01  .2369E+06  .3360E+05   .9981977  .0313834 -.0511518
T74391  1 .6179316E+07   1513000E+01 -.1410E+06 -.3162E+06   .9975608 -.0262568 -.0646758
T74392  1 .5750366E+07   1513000E+01 -.9283E+06  .4723E+06   .9897806 -.1147773  .0846200
T74393  1 .6405423E+07   1513000E+01  .2456E+06 -.5435E+05   .9996642  .0202830 -.0161245
T74394  1 .6623310E+07   1513000E+01 -.1552E+06 -.1587E+06   .9999748 -.0003910 -.0070913
T74395  1 .5738320E+07   1513000E+01 -.2521E+06  .2454E+06   .9998165  .0003634 -.0191544
T74396  1 .5916340E+07   1513000E+01 -.2645E+06  .8859E+06   .9878471 -.0957084  .1224662
T74397  1 .6203257E+07   1513000E+01 -.3376E+06 -.2398E+06   .9993790  .0259508 -.0238378
T74398  1 .5963518E+07   1513000E+01 -.2042E+06  .1304E+06   .9993225  .0254875 -.0265506
T74399  1 .6577778E+07   1513000E+01 -.3506E+06  .3492E+05   .9968381 -.0450492  .0654545
T74400  1 .6290085E+07   1513000E+01 -.5211E+06 -.5593E+06   .9906079 -.1245901 -.0563329
T74401  1 .5851670E+07   1513000E+01  .1278E+07  .1106E+06   .9619924  .2658703  .0623193
T74402  1 .6070090E+07   1513000E+01 -.3514E+04 -.6819E+06   .9975782  .0468372 -.0514208
T74403  1 .6146270E+07   1513000E+01  .1922E+06 -.4008E+06   .9995864  .0023161 -.0286651
T74404  1 .5921343E+07   1513000E+01  .2242E+06 -.4258E+06   .9945169 -.0065819 -.1043688
T74405  1 .5724580E+07   1513000E+01  .1726E+06 -.2696E+06   .9984977  .0005271  .0547914
T74406  1 .6249148E+07   1513000E+01  .4060E+06  .3191E+05   .9984357  .0556454  .0054478
T74407  1 .5656819E+07   1513000E+01 -.5390E+06  .3136E+06   .9976074 -.0653041  .0226912
T74408  1 .5548277E+07   1513000E+01 -.3414E+06  .5984E+06   .9296811 -.3295421  .1646057
T74409  1 .6601321E+07   1513000E+01 -.1481E+06  .7107E+05   .9998016 -.0127405 -.0153091
T74410  1 .5434428E+07   1513000E+01  .5117E+06 -.4535E+06   .9955048  .0828099 -.0459644
T74411  1 .6618495E+07   1513000E+01  .4518E+06 -.2823E+06   .9976780  .0224077 -.0643156
T74412  1 .5974099E+07   1513000E+01  .1259E+06 -.5906E+06   .9965904  .0332786 -.0754989
T74413  1 .6203018E+07   1513000E+01 -.4507E+06 -.1589E+06   .9998943 -.0051328 -.0136042
T74414  1 .6292074E+07   1513000E+01  .1125E+05  .1416E+06   .9988012  .0046504  .0487291
T74415  1 .6046433E+07   1513000E+01 -.2045E+06  .1393E+06   .9965778 -.0804984  .0187800
T74416  1 .5696009E+07   1513000E+01 -.1390E+05 -.2475E+06   .9993002  .0357744  .0109263
T74417  1 .6674296E+07   1513000E+01  .1564E+06 -.1471E+06   .9995161  .0169194 -.0261031
T74418  1 .5884151E+07   1513000E+01 -.1112E+06 -.1617E+06   .9986988  .0112063 -.0497500
T74419  1 .6888421E+07   1513000E+01  .1580E+05 -.1703E+06   .9979554  .0043518 -.0637653
T74420  1 .6264032E+07   1513000E+01  .6045E+05  .5858E+06   .9987018  .0153436  .0485725
T74421  1 .6456178E+07   1513000E+01 -.4043E+06 -.6774E+06   .9776851 -.1150325 -.1757824
T74422  1 .5799758E+07   1513000E+01 -.4180E+06  .1344E+06   .9945332 -.1008773  .0269726
T74423  1 .6193298E+07   1513000E+01 -.3891E+06  .1038E+06   .9990487  .0345795  .0265700
T74424  1 .6022700E+07   1513000E+01 -.5992E+05  .2065E+06   .9982990  .0131022  .0568104
T74425  1 .5808538E+07   1513000E+01  .2505E+06  .3195E+06   .9972995  .0566045  .0467934
T74426  1 .6216148E+07   1513000E+01 -.2858E+05  .3828E+05   .9994345 -.0205784 -.0265938
T74427  1 .6234922E+07   1513000E+01  .4225E+05  .3797E+05   .9988024 -.0377736 -.0310942
T74428  1 .6454285E+07   1513000E+01  .3015E+06  .1374E+06   .9997058  .0186800  .0154742
T74429  1 .6402283E+07   1513000E+01 -.1745E+06  .9582E+05   .9992008  .0398714  .0028274
T74430  1 .6581946E+07   1513000E+01 -.2774E+06  .1835E+06   .9954434 -.0810793 -.0501852
T74431  1 .6163298E+07   1513000E+01 -.3093E+05  .5967E+06   .9928023 -.0143463  .1189023
T74432  1 .5501393E+07   1513000E+01  .6233E+05 -.2654E+06   .9976928  .0663953 -.0141681
T74433  1 .6163666E+07   1513000E+01 -.2975E+06 -.9059E+05   .9979794 -.0633536  .0048383
T74434  1 .6164750E+07   1513000E+01  .1346E+06 -.3668E+06   .9977457 -.0141341 -.0656036
T74435  1 .6485899E+07   1513000E+01  .2445E+06  .4806E+06   .9962572  .0403050  .0764666
T74436  1 .5930032E+07   1513000E+01  .3132E+06 -.3071E+06   .9970793  .0572350 -.0505665
T74437  1 .5914130E+07   1513000E+01  .8637E+05 -.4904E+05   .9993044  .0299569 -.0222119
T74438  1 .5890506E+07   1513000E+01  .1075E+06  .7390E+06   .9956510 -.0698537  .0616404
T74439  1 .5890754E+07   1513000E+01 -.1821E+06  .1640E+06   .9998888  .0036548  .0144597
T74440  1 .6295177E+07   1513000E+01  .3080E+06  .1449E+06   .9967813  .0795305  .0100973
T74441  1 .6144444E+07   1513000E+01  .2673E+06  .4026E+06   .9941936  .0388008  .1003671
T74442  1 .5934103E+07   1513000E+01 -.1377E+06  .3879E+06   .9987480  .0099218  .0490299
T74443  1 .6085473E+07   1513000E+01  .8621E+06  .2814E+06   .9972370  .0668322  .0324307
T74444  1 .6001806E+07   1513000E+01 -.2545E+06 -.3427E+06   .9972774 -.0196330 -.0710804
T74445  1 .5508054E+07   1513000E+01 -.8773E+06 -.7727E+06   .9872550 -.1221925 -.1019633
T74446  1 .5937411E+07   1513000E+01 -.1466E+05 -.2841E+06   .9990321 -.0351926 -.0263879
T74447  1 .5825866E+07   1513000E+01 -.1245E+06  .2455E+06   .9960230 -.0225527  .0861946
T74448  1 .6284088E+07   1513000E+01  .6362E+06 -.1231E+06   .9911234  .1277326 -.0368605
T74449  1 .6043079E+07   1513000E+01 -.1370E+06  .1078E+07   .9844321 -.0928292  .1492520
T74450  1 .5648825E+07   1513000E+01  .5451E+05 -.3443E+06   .9939861  .0320380 -.1047148
T74451  1 .6044189E+07   1513000E+01  .4641E+06  .2957E+06   .9970682  .0675514  .0359413
T74452  1 .5897559E+07   1513000E+01  .1923E+06  .4679E+06   .9992090  .0276049  .0286255
T74453  1 .6119118E+07   1513000E+01  .8399E+06 -.2038E+05   .9961318  .0843101 -.0247619
T74454  1 .6218862E+07   1513000E+01 -.3439E+06  .4599E+05   .9985470 -.0333017  .0423651
T74455  1 .6334043E+07   1513000E+01 -.5254E+06 -.5431E+06   .9971809 -.0589712 -.0463961
T74456  1 .5971727E+07   1513000E+01  .4271E+06  .3862E+05   .9955858  .0781239 -.0520155
T74457  1 .5857494E+07   1513000E+01  .2238E+06  .2234E+06   .9994943  .0182388  .0260486
T74458  1 .6087616E+07   1513000E+01 -.6884E+06  .6264E+06   .9989385 -.0257234  .0382130
T74459  1 .5949039E+07   1513000E+01  .6261E+06  .2498E+06   .9983002  .0335521  .0476553
T74460  1 .6118776E+07   1513000E+01 -.2285E+06 -.3583E+06   .9993791 -.0312936 -.0161933
T74461  1 .6230290E+07   1513000E+01 -.6474E+05  .2051E+06   .9989028  .0137938  .0447551
T74462  1 .5705387E+07   1513000E+01 -.5618E+05  .1627E+06   .9990070 -.0171607  .0411156
T74463  1 .6323202E+07   1513000E+01 -.1154E+06  .1992E+05   .9993898 -.0069420  .0342331
T74464  1 .6277781E+07   1513000E+01  .1490E+06 -.6348E+05   .9948739  .0969103 -.0288858
T74465  1 .5690504E+07   1513000E+01  .3139E+05 -.4201E+06   .9997199  .0213139 -.0102864
T74466  1 .6378392E+07   1513000E+01 -.3540E+06 -.1351E+06   .9986079 -.0481862  .0214569
T74467  1 .5553928E+07   1513000E+01 -.5312E+06  .5214E+06   .9892952 -.1205651  .0822137
T74468  1 .6258501E+07   1513000E+01 -.1082E+06 -.3140E+06   .9969740 -.0040763 -.0776282
T74469  1 .6762167E+07   1513000E+01  .1821E+06 -.9257E+05   .9970170 -.0111674 -.0763695
T74470  1 .6181839E+07   1513000E+01  .1640E+06 -.3347E+06   .9974351  .0551056 -.0456801
T74471  1 .5629245E+07   1513000E+01 -.2885E+06  .2195E+06   .9986070 -.0198385 -.0488933
T74472  1 .6153496E+07   1513000E+01  .2902E+06  .3764E+04   .9992286  .0391216  .0034076
T74473  1 .5997192E+07   1513000E+01 -.1809E+06  .3805E+05   .9989864 -.0352133 -.0280409
T74474  1 .5364991E+07   1513000E+01 -.6008E+06 -.1178E+05   .9948364 -.0923907 -.0420069
T74475  1 .5939195E+07   1513000E+01 -.6067E+05 -.3989E+06   .9985098 -.0186975 -.0512701
T74476  1 .5669509E+07   1513000E+01 -.8036E+06  .2779E+06   .9986141 -.0515530  .0105936
T74477  1 .6363999E+07   1513000E+01 -.4964E+06 -.1248E+06   .9997010 -.0239668 -.0048473
T74478  1 .6356247E+07   1513000E+01  .5977E+05  .1982E+06   .9958501  .0556697  .0719964
T74479  1 .6105033E+07   1513000E+01 -.7791E+05  .5480E+06   .9995349  .0247454 -.0178229
T74480  1 .5940091E+07   1513000E+01  .3073E+06 -.3204E+06   .9994419 -.0022671 -.0333287
T74481  1 .5984187E+07   1513000E+01  .7442E+05 -.3237E+06   .9985238 -.0496652 -.0219910
T74482  1 .5975728E+07   1513000E+01  .1989E+06 -.4250E+05   .9950801  .0926189 -.0351752
T74483  1 .6295591E+07   1513000E+01  .1387E+06 -.2449E+06   .9975329  .0521017 -.0470490
T74484  1 .6389520E+07   1513000E+01  .2218E+06 -.4643E+06   .9984849 -.0346134 -.0427755
T74485  1 .5796603E+07   1513000E+01  .1608E+07 -.1104E+07   .9916679  .1269401 -.0219323
T74486  1 .6132758E+07   1513000E+01  .6059E+05 -.9900E+06   .9906502  .0044880 -.1363529
T74487  1 .5963186E+07   1513000E+01 -.1253E+06 -.2871E+06   .9977376  .0082798 -.0667169
T74488  1 .5934683E+07   1513000E+01  .4328E+06  .7686E+06   .9976285  .0316042  .0611443
T74489  1 .6257457E+07   1513000E+01  .5414E+06  .2541E+06   .9996327 -.0255047  .0091669
T74490  1 .5795394E+07   1513000E+01 -.2188E+06  .6826E+06   .9905790 -.0369916  .1318519
