============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(18.1 MeV) ==> Layer 1( 1.48 mm) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 4496  1 .5724259E+07   1488000E+01 -.1448E+06  .4166E+06   .9992944 -.0210346  .0311175
T 4497  1 .6092201E+07   1488000E+01 -.2845E+06  .4843E+05   .9998110 -.0153056 -.0119881
T 4498  1 .6148483E+07   1488000E+01  .2632E+06 -.1117E+06   .9991299  .0401786  .0111827
T 4499  1 .6556402E+07   1488000E+01 -.3274E+06 -.1676E+06   .9913949 -.1236392 -.0430067
T 4500  1 .6732001E+07   1488000E+01  .2045E+06 -.3894E+05   .9998773  .0085664  .0131136
T 4501  1 .6319746E+07   1488000E+01 -.2463E+06  .6488E+05   .9997026 -.0240444  .0040695
T 4502  1 .6193160E+07   1488000E+01 -.9602E+06 -.5646E+06   .9919987 -.1061134 -.0683993
T 4503  1 .6260112E+07   1488000E+01 -.6996E+05 -.3483E+06   .9961899  .0174701 -.0854426
T 4504  1 .6266362E+07   1488000E+01 -.6813E+05  .2810E+06   .9970544 -.0251641  .0724523
T 4505  1 .6113517E+07   1488000E+01 -.1917E+06 -.1810E+06   .9991993  .0005831 -.0400061
T 4506  1 .6818056E+07   1488000E+01  .1700E+06 -.1137E+06   .9995880  .0267900 -.0103044
T 4507  1 .6254672E+07   1488000E+01  .4203E+06  .4276E+06   .9940337  .0060465  .1089059
T 4508  1 .6211132E+07   1488000E+01  .3172E+05  .6526E+06   .9992805 -.0227737  .0303300
T 4509  1 .6900013E+07   1488000E+01  .6562E+05 -.2839E+06   .9985327  .0509043 -.0184718
T 4510  1 .6381436E+07   1488000E+01 -.3163E+05  .8392E+06   .9988699  .0366603  .0302478
T 4511  1 .6439791E+07   1488000E+01  .3071E+06 -.5632E+06   .9899097  .0183844 -.1405019
T 4512  1 .6364762E+07   1488000E+01 -.1142E+05  .2751E+06   .9971810 -.0368956  .0653357
T 4513  1 .6237662E+07   1488000E+01  .3511E+05  .1232E+06   .9989459  .0134760  .0438794
T 4514  1 .6509113E+07   1488000E+01 -.4966E+05  .6189E+06   .9515975  .1444398  .2712921
T 4515  1 .6236547E+07   1488000E+01 -.4019E+06  .2225E+06   .9980774 -.0298169  .0543361
T 4516  1 .5892334E+07   1488000E+01  .1044E+06  .2256E+06   .9982832 -.0086985  .0579224
T 4517  1 .5693221E+07   1488000E+01 -.3182E+06 -.2968E+06   .9984614 -.0167838 -.0528497
T 4518  1 .6415685E+07   1488000E+01 -.7111E+05  .4235E+06   .9983900  .0141954  .0549175
T 4519  1 .6295886E+07   1488000E+01 -.5241E+05 -.1664E+06   .9993254  .0351291 -.0107114
T 4520  1 .6428846E+07   1488000E+01  .5354E+05 -.5061E+06   .9969518 -.0120136 -.0770898
T 4521  1 .6190274E+07   1488000E+01  .1508E+06  .1638E+06   .9988834  .0471141  .0034965
T 4522  1 .6425091E+07   1488000E+01  .5374E+06  .1967E+06   .9916199  .0894528  .0932102
T 4523  1 .5995403E+07   1488000E+01  .2692E+06  .2480E+06   .9980148  .0387186  .0496716
T 4524  1 .6577509E+07   1488000E+01  .4942E+06 -.6437E+05   .9964827  .0827514  .0132042
T 4525  1 .6476776E+07   1488000E+01 -.2834E+06 -.1020E+06   .9751794  .0487340 -.2159863
T 4526  1 .5909550E+07   1488000E+01  .4766E+06 -.5050E+06   .9979932  .0416290 -.0477127
T 4527  1 .6853359E+07   1488000E+01  .1654E+05 -.6258E+06   .9990771 -.0320425 -.0286058
T 4528  1 .6828764E+07   1488000E+01  .1004E+06 -.8439E+04   .9989597  .0448986 -.0079824
T 4529  1 .5798764E+07   1488000E+01  .5194E+06  .5709E+05   .9961527  .0540947 -.0689466
T 4530  1 .6090135E+07   1488000E+01  .5871E+05 -.4149E+06   .9992888 -.0357804 -.0119063
T 4531  1 .6330574E+07   1488000E+01 -.1488E+05 -.5241E+05   .9962757 -.0858679 -.0078426
T 4532  1 .6257289E+07   1488000E+01  .4743E+05 -.1517E+06   .9986518  .0016946 -.0518826
T 4533  1 .6164708E+07   1488000E+01 -.1784E+06  .1862E+05   .9984173  .0560107 -.0050623
T 4534  1 .6086201E+07   1488000E+01  .1515E+06 -.5943E+06   .9931170  .0787921 -.0866632
T 4535  1 .7024053E+07   1488000E+01 -.1164E+06 -.7194E+06   .9876255  .0063404 -.1567025
T 4536  1 .6935796E+07   1488000E+01  .9889E+05  .8787E+05   .9986495  .0240113  .0460726
T 4537  1 .6836768E+07   1488000E+01 -.2255E+05  .2827E+06   .9994613  .0278140  .0174182
T 4538  1 .6711487E+07   1488000E+01 -.2049E+06 -.3397E+06   .9964355 -.0809672 -.0236753
T 4539  1 .6267971E+07   1488000E+01  .2719E+06 -.3308E+06   .9985855  .0531398  .0017797
T 4540  1 .6588153E+07   1488000E+01  .1920E+06  .1202E+06   .9988782  .0382301  .0279435
T 4541  1 .6637676E+07   1488000E+01  .1672E+06  .1278E+06   .9998882 -.0113790 -.0097034
T 4542  1 .7116403E+07   1488000E+01  .4422E+06 -.1572E+06   .9715151  .1718753 -.1631480
T 4543  1 .6618566E+07   1488000E+01  .2323E+06 -.3694E+06   .9994819  .0192471 -.0257973
T 4544  1 .7086008E+07   1488000E+01 -.4509E+06  .4229E+05   .9989457  .0030005  .0458091
T 4545  1 .6022334E+07   1488000E+01 -.1769E+06 -.8225E+06   .9963975 -.0299556 -.0793388
T 4546  1 .6475795E+07   1488000E+01 -.6975E+05 -.6641E+05   .9990027  .0063424 -.0441963
T 4547  1 .6352245E+07   1488000E+01 -.8732E+06 -.6387E+06   .9783201 -.1921298 -.0773041
T 4548  1 .6504908E+07   1488000E+01 -.2457E+06  .6807E+04   .9990027 -.0233547 -.0380551
T 4549  1 .6936872E+07   1488000E+01  .2973E+06 -.7305E+05   .9975334  .0583479  .0390221
T 4550  1 .6327202E+07   1488000E+01 -.6411E+06  .5138E+06   .9950332 -.0769781  .0631137
T 4551  1 .6601230E+07   1488000E+01  .2667E+06 -.5660E+06   .9949275  .0626524 -.0787010
T 4552  1 .6381975E+07   1488000E+01  .5172E+06  .4032E+06   .9994447  .0093685  .0319757
T 4553  1 .6589478E+07   1488000E+01 -.1388E+06  .4150E+06   .9986114 -.0238899  .0469516
T 4554  1 .6074981E+07   1488000E+01 -.2436E+06  .1109E+06   .9974524  .0302009  .0646272
T 4555  1 .6208096E+07   1488000E+01 -.2040E+06 -.3284E+06   .9908760 -.0903535 -.1000047
T 4556  1 .6763402E+07   1488000E+01  .8079E+05  .2206E+05   .9998378  .0175340  .0041248
T 4557  1 .5584087E+07   1488000E+01  .9393E+05  .5245E+05   .9998946  .0128931 -.0066790
T 4558  1 .7342566E+07   1488000E+01  .5409E+06 -.3674E+06   .9978515  .0580837 -.0303108
T 4559  1 .6174506E+07   1488000E+01 -.1904E+06  .3380E+06   .9997031  .0235935  .0060911
T 4560  1 .6132616E+07   1488000E+01 -.2936E+06 -.8043E+05   .9998720 -.0158839  .0019023
T 4561  1 .6108195E+07   1488000E+01  .5649E+05 -.2426E+06   .9994631 -.0326219 -.0030615
T 4562  1 .6588856E+07   1488000E+01 -.2903E+06 -.5275E+05   .9848392 -.1734482 -.0027212
T 4563  1 .6791495E+07   1488000E+01 -.1185E+06  .1640E+06   .9992944 -.0291734 -.0236577
T 4564  1 .6312842E+07   1488000E+01  .7545E+06  .6195E+06   .9915367  .0790939  .1029524
T 4565  1 .6563489E+07   1488000E+01 -.2675E+06  .2461E+06   .9988709 -.0381466  .0283143
T 4566  1 .6631721E+07   1488000E+01  .2122E+06 -.2360E+05   .9995981  .0114563 -.0259320
T 4567  1 .6250988E+07   1488000E+01 -.1239E+05 -.2829E+06   .9994847  .0317102 -.0049725
T 4568  1 .6733412E+07   1488000E+01 -.4285E+05  .2277E+06   .9996722 -.0235875  .0099577
T 4569  1 .6227834E+07   1488000E+01 -.1081E+06 -.5094E+06   .9941359  .0399077 -.1005049
T 4570  1 .6163146E+07   1488000E+01 -.1217E+06  .1593E+05   .9993159 -.0063300  .0364373
T 4571  1 .6335958E+07   1488000E+01  .5494E+06  .4975E+06   .9966408  .0692646  .0436974
T 4572  1 .5734155E+07   1488000E+01 -.5625E+06 -.2500E+06   .9949801 -.0807080 -.0591673
T 4573  1 .6371728E+07   1488000E+01 -.2058E+06 -.9539E+05   .9991406 -.0395031  .0125493
T 4574  1 .7008275E+07   1488000E+01  .3895E+05  .3143E+06   .9993514  .0312232  .0179427
T 4575  1 .6525159E+07   1488000E+01 -.4546E+06 -.2792E+06   .9979514 -.0564425  .0301216
T 4576  1 .6570767E+07   1488000E+01 -.4592E+05 -.2803E+06   .9986619 -.0198393 -.0477573
T 4577  1 .6455795E+07   1488000E+01  .5022E+06  .9758E+06   .9832326  .0928535  .1569452
T 4578  1 .6618604E+07   1488000E+01  .1986E+06  .3509E+06   .9953998  .0174500  .0942053
T 4579  1 .6606977E+07   1488000E+01 -.3041E+06 -.1556E+05   .9965463 -.0750091  .0356237
T 4580  1 .6355529E+07   1488000E+01  .5734E+06 -.3643E+05   .9981914  .0493579  .0343185
T 4581  1 .6732686E+07   1488000E+01  .1465E+06  .2811E+06   .9966474  .0048833  .0816712
T 4582  1 .6592602E+07   1488000E+01 -.1722E+07  .3395E+06   .9881910 -.1484128  .0381088
T 4583  1 .6507751E+07   1488000E+01 -.3513E+06  .4743E+06   .9972842 -.0081927  .0731927
T 4584  1 .6201918E+07   1488000E+01  .4914E+06  .1100E+07   .9985115 -.0170263  .0518161
T 4585  1 .6584816E+07   1488000E+01 -.4245E+06 -.5393E+06   .9943594 -.0820945 -.0671551
T 4586  1 .6940666E+07   1488000E+01 -.3780E+06 -.3073E+06   .9977642 -.0482855 -.0462080
T 4587  1 .6492672E+07   1488000E+01 -.1200E+06 -.2264E+06   .9988578 -.0319086 -.0355672
T 4588  1 .6317257E+07   1488000E+01  .5049E+05  .4216E+05   .9977999 -.0444090  .0492261
T 4589  1 .6579228E+07   1488000E+01 -.4335E+06 -.3522E+06   .9972844 -.0495209 -.0545109
T 4590  1 .6748459E+07   1488000E+01  .2439E+06  .9368E+05   .9985007  .0463968  .0290454
T 4591  1 .6540681E+07   1488000E+01 -.2552E+06  .3576E+06   .9992922 -.0023958  .0375417
T 4592  1 .6748263E+07   1488000E+01 -.1019E+05 -.2440E+06   .9984656 -.0536940  .0135417
T 4593  1 .6307373E+07   1488000E+01 -.7245E+05  .4137E+06   .9996442 -.0129041  .0233454
T 4594  1 .6957674E+07   1488000E+01 -.7743E+05 -.3302E+06   .9994323 -.0223799 -.0251843
T 4595  1 .6356611E+07   1488000E+01  .6371E+06 -.4267E+06   .9967933  .0600074 -.0529359
T 4596  1 .6603910E+07   1488000E+01 -.6313E+05 -.9959E+04   .9994934 -.0318224  .0005660
T 4597  1 .6769538E+07   1488000E+01 -.1038E+07  .2109E+06   .9947947 -.1018873 -.0015914
T 4598  1 .5547887E+07   1488000E+01 -.1735E+06  .4663E+06   .9942303 -.0218560  .1050161
T 4599  1 .6418147E+07   1488000E+01  .2753E+06 -.4217E+06   .9950917  .0524071 -.0839406
T 4600  1 .6446379E+07   1488000E+01 -.2889E+06  .1151E+05   .9967311 -.0780871  .0207230
T 4601  1 .7114644E+07   1488000E+01 -.2992E+06 -.1579E+06   .9980045 -.0484582 -.0404833
T 4602  1 .6380038E+07   1488000E+01  .1018E+07 -.3696E+06   .9469264  .2753535 -.1658636
T 4603  1 .6768378E+07   1488000E+01  .8289E+05 -.6187E+06   .9963493 -.0013539 -.0853596
T 4604  1 .6521752E+07   1488000E+01  .2320E+05  .3269E+06   .9952898  .0027697  .0969049
T 4605  1 .6247287E+07   1488000E+01  .2259E+06  .1371E+06   .9964248  .0428724  .0727975
T 4606  1 .6815640E+07   1488000E+01  .8406E+05  .2131E+06   .9988479 -.0432215  .0208518
T 4607  1 .6404615E+07   1488000E+01 -.2497E+06 -.3073E+06   .9997709  .0095797 -.0191393
T 4608  1 .6601948E+07   1488000E+01 -.3778E+05  .8924E+05   .9995137  .0161321  .0266856
T 4609  1 .6443930E+07   1488000E+01  .1007E+06  .2005E+05   .9994013 -.0338475  .0071729
T 4610  1 .5909537E+07   1488000E+01  .4708E+06  .2438E+05   .9986555  .0404069 -.0324722
T 4611  1 .6441406E+07   1488000E+01 -.7902E+05 -.3885E+05   .9991719  .0402018  .0062707
T 4612  1 .6421096E+07   1488000E+01 -.3168E+05  .1823E+06   .9992999  .0356392 -.0113843
T 4613  1 .6587201E+07   1488000E+01 -.6129E+04  .8002E+05   .9989817 -.0222412  .0392546
T 4614  1 .6885711E+07   1488000E+01  .2852E+06  .4182E+06   .9981981  .0151814  .0580527
T 4615  1 .6567302E+07   1488000E+01 -.1032E+06 -.7128E+04   .9987773  .0017183  .0494070
T 4616  1 .5917087E+07   1488000E+01 -.6586E+06  .3040E+06   .9994192  .0144600  .0308559
T 4617  1 .6578438E+07   1488000E+01 -.1728E+06 -.7061E+05   .9999001  .0058739 -.0128563
T 4618  1 .6158341E+07   1488000E+01 -.6070E+06 -.2166E+07   .9732020 -.0666641 -.2200767
T 4619  1 .6145734E+07   1488000E+01  .4636E+06  .3069E+06   .9980051  .0171178  .0607681
T 4620  1 .6614257E+07   1488000E+01 -.1104E+06 -.2045E+05   .9984086 -.0504478 -.0252060
T 4621  1 .6256358E+07   1488000E+01  .4418E+06  .9069E+05   .9977408  .0666558 -.0083900
T 4622  1 .6555946E+07   1488000E+01 -.4971E+06  .4711E+06   .9959058 -.0825646  .0368068
T 4623  1 .6497203E+07   1488000E+01 -.1567E+06  .2718E+05   .9987197 -.0492637  .0114932
T 4624  1 .6129576E+07   1488000E+01 -.2290E+06 -.5192E+05   .9996967 -.0191362  .0154997
T 4625  1 .6437183E+07   1488000E+01 -.1628E+06  .2029E+06   .9942008 -.0732144  .0787679
T 4626  1 .6377971E+07   1488000E+01  .4550E+05  .6083E+05   .9998220 -.0187770 -.0018298
T 4627  1 .6427022E+07   1488000E+01 -.1771E+06 -.1130E+06   .9966222 -.0820481  .0034938
T 4628  1 .6532038E+07   1488000E+01 -.4006E+06 -.5766E+06   .9951687 -.0433172 -.0881073
T 4629  1 .6072996E+07   1488000E+01  .8471E+05 -.1416E+06   .9976943 -.0027344 -.0678129
T 4630  1 .6210898E+07   1488000E+01 -.3263E+06 -.4299E+06   .9992717 -.0342504 -.0168248
T 4631  1 .6360600E+07   1488000E+01  .1825E+07  .1125E+07   .9619529  .2143475  .1694157
T 4632  1 .6818355E+07   1488000E+01  .1194E+06  .3339E+05   .9987621  .0372539  .0329606
T 4633  1 .6466205E+07   1488000E+01  .2128E+06 -.1527E+06   .9981795  .0301919 -.0522125
T 4634  1 .6281063E+07   1488000E+01 -.4106E+06 -.5240E+06   .9916694 -.1243852 -.0334670
T 4635  1 .6408822E+07   1488000E+01 -.4869E+05 -.5882E+06   .9998803 -.0133851 -.0077634
T 4636  1 .6386421E+07   1488000E+01  .1984E+06 -.3154E+06   .9982821  .0413812 -.0414772
T 4637  1 .6523652E+07   1488000E+01 -.4612E+06 -.1614E+06   .9925405 -.1219138 -.0005713
T 4638  1 .6598950E+07   1488000E+01 -.4502E+06 -.2100E+05   .9994671 -.0264581  .0191190
T 4639  1 .6594474E+07   1488000E+01  .2737E+06 -.6944E+06   .9991098  .0122034 -.0403805
T 4640  1 .6590096E+07   1488000E+01  .4398E+06 -.3683E+06   .9992362  .0212705 -.0327801
T 4641  1 .7017332E+07   1488000E+01 -.2176E+05 -.6218E+05   .9846652  .1744534  .0007116
T 4642  1 .6566070E+07   1488000E+01 -.6693E+05  .4803E+06   .9987091 -.0067813  .0503400
T 4643  1 .6596110E+07   1488000E+01  .2664E+06 -.4370E+06   .9972600 -.0004929 -.0739751
T 4644  1 .7324144E+07   1488000E+01  .4159E+06 -.2572E+06   .9988183  .0481757  .0064155
T 4645  1 .6681372E+07   1488000E+01  .4870E+05  .9270E+06   .9947233  .0087070  .1022238
T 4646  1 .6077268E+07   1488000E+01 -.1078E+06  .6452E+06   .9978159 -.0370634  .0546786
T 4647  1 .6668011E+07   1488000E+01 -.2921E+06 -.6344E+06   .9788382 -.0991934 -.1789875
T 4648  1 .6204529E+07   1488000E+01 -.5954E+06  .2484E+07   .9740786 -.0552959  .2193471
T 4649  1 .6321773E+07   1488000E+01  .3954E+05  .2601E+06   .9972370  .0257991  .0696618
T 4650  1 .5985416E+07   1488000E+01 -.5582E+06 -.5650E+05   .9956976 -.0703301  .0603321
T 4651  1 .6378083E+07   1488000E+01 -.2980E+06 -.5529E+05   .9994974  .0090682  .0303776
T 4652  1 .6599297E+07   1488000E+01  .4339E+06  .2192E+06   .9990445  .0258884  .0352108
T 4653  1 .6194753E+07   1488000E+01  .2575E+06 -.8542E+05   .9995853  .0059844 -.0281663
T 4654  1 .6533884E+07   1488000E+01 -.8198E+05  .1172E+06   .9999522  .0087078  .0044457
T 4655  1 .5887514E+07   1488000E+01 -.3294E+06  .5031E+06   .9990012  .0183666  .0407340
T 4656  1 .6203155E+07   1488000E+01 -.3524E+06 -.4066E+06   .9978885 -.0632573 -.0147328
T 4657  1 .5940240E+07   1488000E+01  .6470E+06  .5694E+06   .9932788  .0700929  .0921093
T 4658  1 .5914375E+07   1488000E+01  .4173E+05 -.2768E+06   .9967842  .0770027 -.0221793
T 4659  1 .6507243E+07   1488000E+01 -.3951E+06 -.3303E+02   .9996106 -.0277839  .0026048
T 4660  1 .6761208E+07   1488000E+01 -.2584E+05 -.3212E+06   .9979843 -.0167630 -.0612068
T 4661  1 .6158699E+07   1488000E+01 -.7259E+06  .8519E+05   .9967590 -.0646429  .0478837
T 4662  1 .6159049E+07   1488000E+01  .3252E+06  .2854E+06   .9986450  .0458718 -.0245756
T 4663  1 .6122865E+07   1488000E+01  .7898E+05 -.4037E+05   .9997525  .0039019 -.0219022
T 4664  1 .6466515E+07   1488000E+01 -.6676E+06 -.1491E+06   .9935810 -.1051996 -.0415911
T 4665  1 .6626483E+07   1488000E+01  .5440E+05 -.1017E+06   .9985107  .0536554 -.0098687
T 4666  1 .5618399E+07   1488000E+01  .2284E+05 -.3717E+06   .9975871  .0157541 -.0676153
T 4667  1 .6419919E+07   1488000E+01 -.1559E+06  .2919E+06   .9998486  .0118061  .0127862
T 4668  1 .6644475E+07   1488000E+01 -.4430E+05 -.2426E+05   .9992175 -.0336731  .0207482
T 4669  1 .7023612E+07   1488000E+01 -.2403E+06 -.3986E+05   .9976421 -.0647524 -.0227456
T 4670  1 .5989868E+07   1488000E+01 -.7329E+06  .9349E+03   .9993818 -.0247608  .0249576
T 4671  1 .6592253E+07   1488000E+01 -.7992E+05 -.2636E+06   .9972514 -.0609010 -.0421982
T 4672  1 .6242035E+07   1488000E+01  .3247E+06  .3963E+05   .9995889 -.0237423  .0160708
T 4673  1 .6147150E+07   1488000E+01 -.9447E+06  .1539E+06   .9931218 -.1162718  .0137824
T 4674  1 .6267286E+07   1488000E+01  .2552E+06 -.8551E+05   .9995606  .0206152  .0212994
T 4675  1 .6856266E+07   1488000E+01 -.5213E+06  .6714E+05   .9994113  .0129639 -.0317637
T 4676  1 .5919960E+07   1488000E+01  .8334E+06  .1313E+07   .9886857  .0571328  .1386954
T 4677  1 .6492274E+07   1488000E+01  .3284E+06  .9942E+05   .9999771 -.0039460 -.0055007
T 4678  1 .6333442E+07   1488000E+01  .2904E+06  .2831E+06   .9972596  .0626573  .0393372
T 4679  1 .6898193E+07   1488000E+01 -.2430E+06 -.1172E+06   .9992451 -.0334496 -.0197565
T 4680  1 .6173320E+07   1488000E+01  .3781E+06 -.1945E+06   .9963517  .0852592 -.0037714
T 4681  1 .6560430E+07   1488000E+01 -.7821E+06 -.1174E+06   .9982489 -.0518288 -.0285099
T 4682  1 .6479321E+07   1488000E+01  .6919E+06  .1898E+06   .9949106  .0987378  .0200918
T 4683  1 .6424045E+07   1488000E+01 -.2059E+06  .1465E+06   .9978952 -.0607735 -.0226231
T 4684  1 .5846353E+07   1488000E+01 -.9230E+06  .3426E+06   .9958533 -.0848539  .0328042
T 4685  1 .6906633E+07   1488000E+01  .3446E+06  .2413E+06   .9960005  .0440991  .0777068
T 4686  1 .6926209E+07   1488000E+01 -.5269E+06  .3855E+05   .9988781 -.0446940 -.0156489
T 4687  1 .6839141E+07   1488000E+01  .1051E+07 -.1165E+06   .9874455  .1570617 -.0168207
T 4688  1 .6810117E+07   1488000E+01 -.3166E+06 -.1142E+06   .9976383 -.0490423 -.0480909
T 4689  1 .6130846E+07   1488000E+01 -.1119E+04  .3658E+06   .9998426 -.0104667 -.0143260
T 4690  1 .6306024E+07   1488000E+01  .3705E+06  .2577E+06   .9945113  .0855754  .0602002
T 4691  1 .6369177E+07   1488000E+01  .3040E+06 -.3346E+05   .9959104  .0796138  .0427103
T 4692  1 .4410295E+07   1488000E+01  .4732E+06  .2031E+07   .6797663  .3737497  .6310538
T 4693  1 .6094656E+07   1488000E+01  .6963E+06  .1334E+06   .9967980  .0632251  .0489514
T 4694  1 .6430407E+07   1488000E+01  .3787E+05  .5865E+06   .9946599 -.0173286  .1017415
T 4695  1 .6540687E+07   1488000E+01 -.3525E+06  .2004E+06   .9989415 -.0318832  .0331555
T 4696  1 .6453814E+07   1488000E+01  .6332E+06 -.7789E+06   .9885932  .1377167 -.0609727
T 4697  1 .6769252E+07   1488000E+01  .4352E+06  .4195E+06   .9897750  .1372538  .0388177
T 4698  1 .6087314E+07   1488000E+01 -.2117E+06 -.5120E+06   .9983093 -.0277520 -.0510731
T 4699  1 .5969809E+07   1488000E+01 -.1871E+06 -.4512E+06   .9994578 -.0085639 -.0317932
T 4700  1 .6058290E+07   1488000E+01  .1496E+05 -.1690E+06   .9972847 -.0735942 -.0026568
T 4701  1 .6390338E+07   1488000E+01  .1268E+07  .1925E+06   .9775506  .1601476  .1369219
T 4702  1 .6948537E+07   1488000E+01  .5289E+05 -.1062E+06   .9997674  .0079691  .0200397
T 4703  1 .6575776E+07   1488000E+01  .5114E+06 -.2860E+06   .9982319  .0592953  .0041466
T 4704  1 .6625949E+07   1488000E+01 -.8158E+06  .6021E+06   .9976004 -.0503386  .0475338
T 4705  1 .6251353E+07   1488000E+01 -.3126E+06 -.1150E+04   .9970198 -.0758642 -.0140048
T 4706  1 .6221405E+07   1488000E+01  .2757E+06 -.2184E+06   .9977750  .0392901 -.0538633
T 4707  1 .6332465E+07   1488000E+01  .2387E+06 -.2893E+06   .9988960  .0319029 -.0344818
T 4708  1 .6788235E+07   1488000E+01 -.2791E+04  .3269E+06   .9976260  .0234620  .0647454
T 4709  1 .6742555E+07   1488000E+01 -.2775E+06  .2388E+06   .9988628 -.0228670  .0418365
T 4710  1 .6378556E+07   1488000E+01 -.2548E+06 -.4504E+06   .9999213  .0024896  .0122939
T 4711  1 .7068376E+07   1488000E+01 -.4755E+05 -.1380E+06   .9991073 -.0287468  .0309536
T 4712  1 .7141138E+07   1488000E+01  .2538E+06 -.1635E+06   .9993666  .0346001  .0083231
T 4713  1 .6325811E+07   1488000E+01  .2614E+06 -.8034E+06   .9955514 -.0092726 -.0937625
T 4714  1 .6151850E+07   1488000E+01 -.2848E+06  .3645E+06   .9993135 -.0248158  .0275077
T 4715  1 .6595038E+07   1488000E+01  .2394E+06 -.1105E+06   .9993974  .0057784 -.0342277
T 4716  1 .6291759E+07   1488000E+01  .4580E+06  .3137E+06   .9970076  .0662784  .0397866
T 4717  1 .6264549E+07   1488000E+01 -.7382E+06 -.9530E+05   .9925096 -.0598612  .1064960
T 4718  1 .6253534E+07   1488000E+01 -.1831E+06 -.5393E+06   .9978637 -.0022631 -.0652906
T 4719  1 .6619757E+07   1488000E+01 -.5209E+06 -.3086E+06   .9967509 -.0730430 -.0339475
T 4720  1 .6475903E+07   1488000E+01  .1230E+07 -.1836E+05   .9926683  .1203139 -.0115866
T 4721  1 .5862182E+07   1488000E+01  .3222E+06 -.1504E+06   .9963536 -.0315193 -.0792843
T 4722  1 .6054754E+07   1488000E+01 -.7588E+05  .8487E+05   .9995872 -.0212448 -.0193403
T 4723  1 .6286773E+07   1488000E+01  .7025E+06 -.1283E+06   .9970784  .0756736 -.0103982
T 4724  1 .6291988E+07   1488000E+01  .4053E+06 -.5449E+05   .9994195  .0340426 -.0013449
T 4725  1 .5942282E+07   1488000E+01  .2900E+05 -.3308E+06   .9994846  .0051152 -.0316930
T 4726  1 .6342932E+07   1488000E+01  .4162E+06 -.8164E+06   .9968204  .0315434 -.0731718
T 4727  1 .6567872E+07   1488000E+01 -.4915E+06 -.1038E+06   .9947340 -.1007407 -.0188546
T 4728  1 .6333708E+07   1488000E+01  .2777E+06  .1749E+06   .9998504 -.0163613 -.0056049
T 4729  1 .6976099E+07   1488000E+01  .1761E+06 -.1162E+06   .9981329  .0400685  .0461003
T 4730  1 .6139143E+07   1488000E+01 -.5214E+06  .1623E+06   .9970199 -.0771138  .0021863
T 4731  1 .6718163E+07   1488000E+01 -.4777E+06  .2943E+06   .9984276 -.0541652 -.0144376
T 4732  1 .6299017E+07   1488000E+01 -.7779E+06  .7113E+06   .9930526 -.0904905  .0752200
T 4733  1 .6827166E+07   1488000E+01 -.7952E+05  .1218E+06   .9991988  .0354146 -.0186429
T 4734  1 .6854640E+07   1488000E+01 -.8871E+05 -.5632E+06   .9966331  .0196395 -.0796041
T 4735  1 .6312407E+07   1488000E+01  .3047E+06  .1924E+06   .9962476  .0663669  .0555539
T 4736  1 .6010473E+07   1488000E+01 -.3378E+06  .5911E+05   .9978064 -.0480566 -.0455287
T 4737  1 .6871079E+07   1488000E+01  .1178E+06  .1320E+06   .9998199 -.0161188 -.0100183
T 4738  1 .6019117E+07   1488000E+01  .2093E+06 -.4738E+06   .9966301  .0531005 -.0625210
T 4739  1 .6056335E+07   1488000E+01 -.2074E+06 -.1776E+06   .9991878 -.0393202 -.0088112
T 4740  1 .6110546E+07   1488000E+01  .1277E+06  .2702E+05   .9998769  .0154076 -.0029673
T 4741  1 .6272704E+07   1488000E+01  .3051E+06 -.4402E+06   .9962822  .0402971 -.0761445
T 4742  1 .6152213E+07   1488000E+01  .1351E+06  .9712E+05   .9992606 -.0215513  .0318399
T 4743  1 .5817337E+07   1488000E+01  .1161E+07 -.6883E+05   .9747310  .2002966  .0988977
T 4744  1 .6394865E+07   1488000E+01  .2790E+06 -.2325E+06   .9984201  .0278448 -.0488057
T 4745  1 .6639242E+07   1488000E+01 -.9685E+05  .4094E+06   .9988597 -.0463862  .0112972
T 4746  1 .5940673E+07   1488000E+01  .3292E+06  .1197E+06   .9970040  .0728734  .0259321
T 4747  1 .6325604E+07   1488000E+01  .9536E+05  .1817E+06   .9968893 -.0306586  .0726074
T 4748  1 .6518973E+07   1488000E+01  .1510E+06  .6119E+06   .9826343  .0366297  .1819013
T 4749  1 .6082639E+07   1488000E+01  .1246E+06  .1928E+06   .9994714 -.0123868  .0300575
T 4750  1 .6329449E+07   1488000E+01  .1504E+06 -.1045E+06   .9992291  .0069892 -.0386312
T 4751  1 .6638198E+07   1488000E+01 -.1749E+06  .1533E+06   .9997538  .0042598 -.0217767
