============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(18.1 MeV) ==> Layer 1( 1.48 mm) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  232  1 .5516143E+07   1488000E+01  .3265E+06  .2963E+06   .9990832  .0412963 -.0112870
T  233  1 .6488960E+07   1488000E+01  .2385E+06  .1334E+06   .9998167  .0001194  .0191458
T  234  1 .6738504E+07   1488000E+01 -.6809E+06  .2743E+06   .9891126 -.1449444  .0254431
T  235  1 .6498919E+07   1488000E+01 -.2138E+05 -.4006E+06   .9990622 -.0416543  .0118156
T  236  1 .6338814E+07   1488000E+01 -.1266E+06  .1316E+05   .9987912 -.0486296 -.0071565
T  237  1 .6225591E+07   1488000E+01 -.9724E+05  .4752E+06   .9985834 -.0306471  .0434970
T  238  1 .6638039E+07   1488000E+01  .4557E+06  .6267E+06   .9833401  .1154049  .1404418
T  239  1 .6206705E+07   1488000E+01  .6904E+05 -.6682E+06   .9913456 -.0452043 -.1232495
T  240  1 .6710036E+07   1488000E+01  .7765E+05  .4089E+06   .9989510 -.0010163 -.0457802
T  241  1 .6101045E+07   1488000E+01  .1268E+06  .2085E+06   .9968391  .0647834  .0459884
T  242  1 .6754166E+07   1488000E+01  .4136E+05  .1331E+06   .9989437 -.0255269  .0382085
T  243  1 .6132100E+07   1488000E+01 -.1507E+06 -.3284E+06   .9982922 -.0000922 -.0584175
T  244  1 .6491529E+07   1488000E+01 -.6009E+06 -.2710E+06   .9987813 -.0461142 -.0175882
T  245  1 .6323119E+07   1488000E+01 -.2353E+05 -.5909E+06   .9981348  .0574601 -.0206216
T  246  1 .6727354E+07   1488000E+01  .5092E+06  .4470E+06   .9956913  .0485178  .0790245
T  247  1 .6266769E+07   1488000E+01  .4516E+06  .1500E+06   .9940639  .1086734  .0051996
T  248  1 .6291166E+07   1488000E+01  .3887E+06 -.3635E+06   .9957770  .0737607 -.0546581
T  249  1 .6254925E+07   1488000E+01  .1036E+06 -.4448E+06   .9986865 -.0499792 -.0112834
T  250  1 .6386943E+07   1488000E+01  .2393E+06 -.9843E+06   .9994492  .0237360 -.0231941
T  251  1 .6264210E+07   1488000E+01  .1438E+06 -.5405E+06   .9977538  .0367299 -.0560194
T  252  1 .6417802E+07   1488000E+01 -.2864E+06 -.4931E+05   .9972500 -.0491414 -.0554750
T  253  1 .6344239E+07   1488000E+01 -.1138E+06  .2476E+06   .9984759  .0053834  .0549259
T  254  1 .6311487E+07   1488000E+01  .2228E+05 -.2510E+05   .9999767 -.0068259 -.0002651
T  255  1 .6216076E+07   1488000E+01 -.1239E+06 -.7937E+06   .9922815 -.0132082 -.1233002
T  256  1 .6640675E+07   1488000E+01  .4170E+06 -.1758E+05   .9990283  .0316376  .0306830
T  257  1 .6645513E+07   1488000E+01 -.4067E+05  .2697E+05   .9999758 -.0034746 -.0060249
T  258  1 .6448270E+07   1488000E+01 -.6111E+05  .5431E+06   .9949178  .0278581  .0967597
T  259  1 .5823927E+07   1488000E+01 -.4411E+06 -.8272E+06   .9979076 -.0455542 -.0458838
T  260  1 .5330936E+07   1488000E+01  .1361E+06  .2417E+06   .9992030 -.0316154  .0243670
T  261  1 .6465581E+07   1488000E+01  .3847E+06 -.4271E+06   .9985366  .0226897 -.0490896
T  262  1 .6078328E+07   1488000E+01  .3045E+06 -.1108E+06   .9998311 -.0061058  .0173321
T  263  1 .6358580E+07   1488000E+01 -.1508E+05  .1931E+06   .9998149  .0156383  .0112106
T  264  1 .5838087E+07   1488000E+01  .3517E+06  .1432E+07   .9877799  .0623517  .1428396
T  265  1 .5943475E+07   1488000E+01 -.1714E+06  .9044E+06   .9907277  .0189711  .1345317
T  266  1 .6100297E+07   1488000E+01 -.7242E+04  .1394E+06   .9999116 -.0050739 -.0122868
T  267  1 .7084013E+07   1488000E+01  .1017E+06 -.3867E+06   .9985790 -.0127660 -.0517405
T  268  1 .5751978E+07   1488000E+01  .2210E+06  .1677E+06   .9983579  .0541216  .0187715
T  269  1 .6272667E+07   1488000E+01  .7808E+03 -.7235E+05   .9999699 -.0077484 -.0002945
T  270  1 .6422401E+07   1488000E+01  .8121E+06  .1258E+07   .9909569  .0523682  .1235392
T  271  1 .6110330E+07   1488000E+01  .5208E+05  .1246E+06   .9997024  .0034250  .0241535
T  272  1 .6682885E+07   1488000E+01  .7495E+06  .5325E+06   .9951371  .0903491  .0392318
T  273  1 .6358856E+07   1488000E+01 -.3303E+05 -.1943E+06   .9993150  .0327189 -.0172914
T  274  1 .6385096E+07   1488000E+01 -.5828E+06 -.6187E+06   .9940247 -.0773632 -.0770060
T  275  1 .6777657E+07   1488000E+01 -.1048E+06  .2406E+06   .9999032 -.0134215 -.0036581
T  276  1 .6300960E+07   1488000E+01  .6453E+06  .1266E+06   .9922874  .1177515  .0387340
T  277  1 .6528093E+07   1488000E+01 -.1766E+06 -.1646E+06   .9979666 -.0362868 -.0524014
T  278  1 .6348158E+07   1488000E+01  .7966E+06 -.7583E+05   .9852881  .1707685  .0067490
T  279  1 .6135743E+07   1488000E+01 -.4012E+06 -.3916E+06   .9765340 -.1456831 -.1586118
T  280  1 .6295234E+07   1488000E+01  .2312E+05  .1042E+06   .9990443 -.0166817  .0404002
T  281  1 .6529556E+07   1488000E+01 -.1987E+06  .2601E+05   .9995506  .0172613  .0245100
T  282  1 .6197069E+07   1488000E+01  .7499E+06 -.2772E+06   .9888090  .1491537  .0031453
T  283  1 .6490695E+07   1488000E+01 -.1146E+06 -.2496E+05   .9996638  .0236986  .0105187
T  284  1 .6827044E+07   1488000E+01  .3717E+06 -.1389E+06   .9941043  .1084281  .0000513
T  285  1 .6338825E+07   1488000E+01 -.5466E+06 -.7835E+05   .9983889 -.0394609  .0407719
T  286  1 .6070517E+07   1488000E+01 -.1748E+06  .1113E+06   .9993471 -.0262817  .0247903
T  287  1 .6805789E+07   1488000E+01 -.2680E+06 -.2505E+06   .9988626 -.0378423 -.0290081
T  288  1 .6208291E+07   1488000E+01  .2282E+06  .5802E+06   .9950672  .0186132  .0974414
T  289  1 .5899492E+07   1488000E+01 -.2392E+06 -.2368E+06   .9978547 -.0349844 -.0553368
T  290  1 .6270702E+07   1488000E+01  .3383E+06 -.3158E+06   .9975015  .0614615 -.0348315
T  291  1 .5997615E+07   1488000E+01  .6870E+06 -.9329E+06   .9918632  .0298045 -.1237700
T  292  1 .5534623E+07   1488000E+01 -.4072E+06 -.4747E+05   .9930280 -.1170642 -.0138366
T  293  1 .6573491E+07   1488000E+01  .4314E+05 -.7072E+03   .9997201 -.0120031 -.0203861
T  294  1 .6337655E+07   1488000E+01  .5171E+06 -.9208E+05   .9991503  .0404024 -.0081498
T  295  1 .6222004E+07   1488000E+01 -.5950E+06 -.5982E+06   .9889595 -.1477338 -.0115717
T  296  1 .6647179E+07   1488000E+01 -.1869E+06  .1500E+06   .9998658 -.0015693  .0163084
T  297  1 .6545151E+07   1488000E+01 -.4670E+06  .7486E+05   .9982214 -.0501834 -.0321820
T  298  1 .6513931E+07   1488000E+01  .6512E+05 -.1340E+07   .9830979 -.0402190 -.1786083
T  299  1 .6165991E+07   1488000E+01 -.2702E+06  .6031E+05   .9977977 -.0535814  .0391009
T  300  1 .6031685E+07   1488000E+01 -.1606E+06  .2561E+06   .9954138 -.0222724  .0930336
T  301  1 .6115683E+07   1488000E+01  .4739E+06  .5436E+05   .9950725  .0986170  .0102638
T  302  1 .6095359E+07   1488000E+01 -.1640E+06 -.6535E+05   .9998492 -.0164161 -.0056604
T  303  1 .6520232E+07   1488000E+01  .2347E+06 -.2238E+06   .9969971  .0714712  .0298098
T  304  1 .6836666E+07   1488000E+01 -.7993E+05 -.8206E+05   .9996290 -.0271062 -.0026492
T  305  1 .6846474E+07   1488000E+01  .2146E+06  .2540E+06   .9975465  .0528154  .0459509
T  306  1 .6106270E+07   1488000E+01 -.4740E+06 -.5381E+06   .9915329 -.0528048 -.1186347
T  307  1 .5762699E+07   1488000E+01  .4705E+06 -.3524E+06   .9775182  .1683683 -.1269264
T  308  1 .6596289E+07   1488000E+01 -.1696E+06 -.4022E+06   .9937523 -.0512384 -.0991516
T  309  1 .6385246E+07   1488000E+01  .2208E+06  .1995E+06   .9997362 -.0146339  .0177014
T  310  1 .5486282E+07   1488000E+01  .3448E+05  .9887E+05   .9990737 -.0372713  .0215099
T  311  1 .6482541E+07   1488000E+01  .1311E+06 -.1135E+06   .9997998  .0174028 -.0098705
T  312  1 .7107075E+07   1488000E+01 -.8679E+05 -.2418E+04   .9967807 -.0722398  .0347814
T  313  1 .6695713E+07   1488000E+01  .1996E+06  .1945E+06   .9990329  .0369404  .0238461
T  314  1 .6250531E+07   1488000E+01  .7797E+06  .3325E+06   .9944588  .0931438  .0487441
T  315  1 .6420421E+07   1488000E+01 -.1102E+06 -.9417E+05   .9994536  .0041537 -.0327897
T  316  1 .6144710E+07   1488000E+01  .6468E+06  .5896E+06   .9914765  .0888723  .0952687
T  317  1 .6471510E+07   1488000E+01  .4451E+06 -.2390E+06   .9920581  .0897940 -.0880777
T  318  1 .5907996E+07   1488000E+01  .7246E+06 -.4094E+06   .9960800  .0593107 -.0656262
T  319  1 .6377115E+07   1488000E+01 -.8882E+05  .1298E+06   .9988770  .0385964 -.0274767
T  320  1 .6156324E+07   1488000E+01 -.5679E+06  .1324E+05   .9832739 -.1821308  .0009102
T  321  1 .6479938E+07   1488000E+01 -.2270E+06  .9440E+05   .9976762 -.0543199 -.0411293
T  322  1 .6684992E+07   1488000E+01 -.3211E+06  .4179E+06   .9964972 -.0724893  .0416974
T  323  1 .6623987E+07   1488000E+01  .3720E+06 -.4413E+06   .9938941  .0351830 -.1045789
T  324  1 .6258359E+07   1488000E+01 -.1137E+06 -.5001E+03   .9980869 -.0239680  .0569920
T  325  1 .6141113E+07   1488000E+01 -.1125E+07 -.2482E+06   .9775181 -.0858205 -.1925961
T  326  1 .6577148E+07   1488000E+01 -.8491E+05 -.4368E+06   .9963587 -.0845790 -.0107566
T  327  1 .7047816E+07   1488000E+01  .1509E+06 -.6425E+06   .9706096  .1139303 -.2119833
T  328  1 .6090238E+07   1488000E+01  .4366E+06 -.5066E+06   .9989069  .0405089 -.0233227
T  329  1 .6490981E+07   1488000E+01  .1927E+06 -.7210E+05   .9987032 -.0038844 -.0507622
T  330  1 .5909268E+07   1488000E+01  .2235E+05  .9131E+05   .9996591 -.0037312  .0258404
T  331  1 .5930618E+07   1488000E+01  .3138E+06  .4300E+06   .9976223  .0387450  .0569970
T  332  1 .6621985E+07   1488000E+01  .4289E+06  .1093E+06   .9982106  .0542764  .0250919
T  333  1 .6688540E+07   1488000E+01  .4779E+06  .7617E+05   .9958616  .0901868 -.0112272
T  334  1 .6799826E+07   1488000E+01 -.4568E+06 -.6771E+05   .9995450 -.0301221 -.0015477
T  335  1 .6992232E+07   1488000E+01  .3588E+06  .4734E+06   .9933601  .1048896  .0472631
T  336  1 .6305172E+07   1488000E+01 -.4016E+06 -.5038E+06   .9969915  .0483166 -.0606095
T  337  1 .6716729E+07   1488000E+01  .4773E+06  .4798E+06   .9922425  .0900674  .0856890
T  338  1 .7096047E+07   1488000E+01 -.1168E+06 -.4073E+06   .9991028  .0035007 -.0422065
T  339  1 .6803537E+07   1488000E+01  .1550E+06 -.3848E+06   .9995632  .0289287  .0060493
T  340  1 .6666038E+07   1488000E+01 -.2691E+06 -.3304E+06   .9986201 -.0125835 -.0509850
T  341  1 .6506991E+07   1488000E+01  .1487E+06 -.4439E+06   .9970310 -.0081221 -.0765717
T  342  1 .6428375E+07   1488000E+01  .1020E+06 -.3437E+05   .9990324  .0367987 -.0240878
T  343  1 .6448024E+07   1488000E+01  .5387E+06 -.1742E+06   .9968746  .0436138 -.0658696
T  344  1 .6590548E+07   1488000E+01 -.4077E+06  .3111E+06   .9995436 -.0252729  .0165477
T  345  1 .6673618E+07   1488000E+01 -.3639E+06  .4128E+06   .9952344 -.0969784  .0101793
T  346  1 .6376117E+07   1488000E+01 -.4165E+06  .1405E+06   .9988644 -.0018425  .0476073
T  347  1 .6064935E+07   1488000E+01 -.2516E+06  .5265E+06   .9957148 -.0482486  .0788930
T  348  1 .6022198E+07   1488000E+01  .6198E+05  .7303E+06   .9976645  .0409736  .0546502
T  349  1 .6520272E+07   1488000E+01  .8423E+05  .5612E+06   .9984484 -.0121997  .0543317
T  350  1 .6261313E+07   1488000E+01 -.5763E+05  .3642E+06   .9960138 -.0091898  .0887244
T  351  1 .6067437E+07   1488000E+01  .3709E+06 -.4632E+06   .9967598  .0210734 -.0776256
T  352  1 .6540725E+07   1488000E+01  .2823E+06 -.3411E+06   .9985826  .0254261 -.0467584
T  353  1 .6356304E+07   1488000E+01  .1236E+06 -.3269E+06   .9989661  .0000536 -.0454616
T  354  1 .6071161E+07   1488000E+01 -.2167E+06  .4142E+06   .9929404  .0240936  .1161413
T  355  1 .6046149E+07   1488000E+01  .3077E+06 -.1152E+06   .9916504  .1289501 -.0011683
T  356  1 .6020278E+07   1488000E+01  .8050E+05  .3792E+06   .9994408 -.0304480  .0138184
T  357  1 .6705898E+07   1488000E+01  .2738E+06  .1061E+06   .9933637 -.1136543  .0176448
T  358  1 .6529636E+07   1488000E+01 -.4603E+06  .7253E+06   .9941165 -.0555058  .0930131
T  359  1 .6503934E+07   1488000E+01 -.6097E+06 -.3824E+06   .9857933 -.1581139 -.0566711
T  360  1 .6548276E+07   1488000E+01 -.2207E+06 -.1157E+06   .9980402 -.0437411  .0447495
T  361  1 .5965079E+07   1488000E+01 -.3832E+06  .4550E+06   .9971354 -.0115458  .0747514
T  362  1 .6476656E+07   1488000E+01  .7044E+06  .1998E+06   .9567212  .2837276 -.0646768
T  363  1 .6285609E+07   1488000E+01 -.5905E+06 -.8281E+05   .9985695 -.0520872 -.0120763
T  364  1 .6121994E+07   1488000E+01  .6821E+06 -.1078E+07   .9847058  .1229302 -.1234613
T  365  1 .6228588E+07   1488000E+01  .1858E+06  .3444E+06   .9979581  .0477392  .0424331
T  366  1 .5973870E+07   1488000E+01  .4004E+06 -.1377E+06   .9981359  .0370205 -.0485204
T  367  1 .6486222E+07   1488000E+01 -.3127E+06  .2609E+05   .9993095 -.0106312  .0356020
T  368  1 .6176021E+07   1488000E+01  .1090E+06  .5306E+06   .9963344  .0101011  .0849450
T  369  1 .6676072E+07   1488000E+01 -.1969E+06 -.1361E+06   .9961114 -.0683754 -.0555589
T  370  1 .6640596E+07   1488000E+01 -.1073E+07  .3574E+06   .9959578 -.0736504  .0514169
T  371  1 .6577153E+07   1488000E+01  .1693E+06 -.2052E+06   .9991519  .0280172 -.0301760
T  372  1 .6437980E+07   1488000E+01  .8163E+04 -.9023E+06   .9929750  .0186811 -.1168405
T  373  1 .6005822E+07   1488000E+01 -.1837E+06  .1292E+05   .9978547 -.0654596 -.0010652
T  374  1 .6539524E+07   1488000E+01  .3231E+06  .1362E+06   .9992497  .0258111  .0288759
T  375  1 .5773724E+07   1488000E+01 -.3030E+06 -.2990E+06   .9992150 -.0207642 -.0337369
T  376  1 .6742617E+07   1488000E+01  .6518E+05  .6267E+06   .9992323  .0031313  .0390523
T  377  1 .6223636E+07   1488000E+01 -.6748E+06  .7498E+06   .9938646 -.0641866  .0900732
T  378  1 .5584580E+07   1488000E+01 -.4063E+05  .4061E+06   .9994200  .0190532  .0282255
T  379  1 .5796769E+07   1488000E+01 -.7417E+05  .2455E+06   .9990278  .0402212 -.0180499
T  380  1 .6377927E+07   1488000E+01 -.9533E+05 -.1059E+06   .9992805 -.0349374 -.0147574
T  381  1 .6446697E+07   1488000E+01 -.4117E+05 -.4587E+06   .9976303 -.0116159 -.0678143
T  382  1 .6536909E+07   1488000E+01  .2447E+06 -.1316E+07   .9908711  .0629365 -.1192201
T  383  1 .5775681E+07   1488000E+01 -.8163E+05  .3152E+06   .9990264 -.0178778  .0403313
T  384  1 .6449173E+07   1488000E+01 -.1956E+06  .4643E+06   .9951778 -.0651798  .0732995
T  385  1 .5944823E+07   1488000E+01 -.1170E+06  .3166E+06   .9996030  .0274308  .0064352
T  386  1 .6497349E+07   1488000E+01 -.3805E+06 -.8583E+05   .9994207 -.0334030 -.0065215
T  387  1 .6246173E+07   1488000E+01 -.1517E+06 -.4060E+06   .9997888 -.0170735 -.0114433
T  388  1 .6020142E+07   1488000E+01  .5571E+06 -.3900E+06   .9944828  .0813389 -.0662412
T  389  1 .6633767E+07   1488000E+01 -.3758E+06 -.2045E+06   .9992840  .0072769 -.0371281
T  390  1 .6284985E+07   1488000E+01  .6899E+06  .5634E+06   .9897092  .0985889  .1037109
T  391  1 .6456254E+07   1488000E+01  .2950E+06 -.3017E+05   .9871253 -.1203788 -.1053210
T  392  1 .6236059E+07   1488000E+01  .1271E+05  .2409E+06   .9994980 -.0135237  .0286518
T  393  1 .6938597E+07   1488000E+01 -.7034E+06 -.1921E+06   .9936618 -.0839393 -.0747696
T  394  1 .6076314E+07   1488000E+01 -.1638E+06  .3809E+06   .9985662  .0077954  .0529604
T  395  1 .6626318E+07   1488000E+01  .1701E+06 -.2065E+06   .9995182 -.0084786 -.0298581
T  396  1 .6134161E+07   1488000E+01 -.1731E+06 -.4776E+06   .9993220 -.0136080 -.0342095
T  397  1 .5525084E+07   1488000E+01  .2915E+07  .1285E+07   .9043071  .4101510  .1183416
T  398  1 .5699997E+07   1488000E+01 -.1388E+06  .2661E+06   .9986979 -.0385057  .0334648
T  399  1 .6030650E+07   1488000E+01  .7478E+05 -.3606E+06   .9983166  .0382356 -.0436116
T  400  1 .6692998E+07   1488000E+01 -.3836E+06 -.4809E+06   .9899488  .0084531 -.1411732
T  401  1 .6569532E+07   1488000E+01 -.4345E+06  .8648E+06   .9967846 -.0516749  .0612387
T  402  1 .6070512E+07   1488000E+01  .1662E+06  .4875E+06   .9951282  .0625374  .0762163
T  403  1 .6573649E+07   1488000E+01 -.7774E+06  .2848E+06   .9900335 -.1096803  .0883396
T  404  1 .6080361E+07   1488000E+01  .5283E+06 -.7194E+06   .9943053  .0052107 -.1064416
T  405  1 .6186143E+07   1488000E+01 -.1415E+06  .2796E+06   .9959983 -.0867375 -.0215399
T  406  1 .6415267E+07   1488000E+01 -.8910E+06 -.3865E+06   .9925200 -.1196128 -.0244319
T  407  1 .6936949E+07   1488000E+01  .2614E+06 -.3579E+06   .9949204  .0591428 -.0814583
T  408  1 .6221799E+07   1488000E+01 -.9672E+06 -.1021E+06   .9673400 -.2428778 -.0725507
T  409  1 .6244703E+07   1488000E+01 -.3510E+06 -.3917E+06   .9974725 -.0421282 -.0572169
T  410  1 .6172577E+07   1488000E+01 -.8996E+04 -.3988E+06   .9963695  .0234760 -.0818329
T  411  1 .6619805E+07   1488000E+01 -.3934E+06  .4026E+06   .9993009  .0003332  .0373850
T  412  1 .5694832E+07   1488000E+01  .3524E+06 -.2593E+05   .9985784 -.0501873  .0179578
T  413  1 .6180354E+07   1488000E+01  .3767E+06 -.5644E+06   .9925422  .1187511 -.0275339
T  414  1 .6275599E+07   1488000E+01 -.1728E+06  .8514E+06   .9846728 -.0679309  .1606388
T  415  1 .6964217E+07   1488000E+01 -.6648E+05  .2777E+06   .9935658 -.0125967  .1125536
T  416  1 .6492336E+07   1488000E+01  .1402E+06 -.2124E+06   .9994205 -.0327402 -.0093116
T  417  1 .6013854E+07   1488000E+01  .6903E+05 -.1327E+06   .9986941  .0275834 -.0430019
T  418  1 .6576210E+07   1488000E+01 -.2943E+06 -.4383E+06   .9974614 -.0617097 -.0355329
T  419  1 .6383520E+07   1488000E+01  .5004E+06 -.2113E+05   .9991312  .0342791  .0237032
T  420  1 .6479347E+07   1488000E+01  .2796E+06  .2580E+06   .9965822  .0473801  .0676687
T  421  1 .6833646E+07   1488000E+01  .6084E+05  .1873E+06   .9986487  .0154933  .0496058
T  422  1 .6305792E+07   1488000E+01  .4161E+05 -.1615E+06   .9960551  .0360943 -.0810640
T  423  1 .6899067E+07   1488000E+01  .8909E+05  .1123E+06   .9999328  .0114878  .0015860
T  424  1 .6149809E+07   1488000E+01 -.5474E+06  .4234E+05   .9963755 -.0803226 -.0280017
T  425  1 .6665149E+07   1488000E+01  .9898E+04 -.1492E+06   .9988426 -.0016018 -.0480708
T  426  1 .6592940E+07   1488000E+01  .4342E+06 -.2433E+06   .9948944  .0774863 -.0646611
T  427  1 .7040880E+07   1488000E+01  .4206E+06  .3621E+06   .9964748  .0819457  .0179664
T  428  1 .6738371E+07   1488000E+01  .4803E+05 -.3046E+06   .9993008  .0217558  .0304067
T  429  1 .6246279E+07   1488000E+01 -.9168E+05  .4057E+06   .9884744 -.1163896  .0968080
T  430  1 .6585591E+07   1488000E+01  .2411E+06 -.1193E+05   .9976058  .0670546  .0169214
T  431  1 .6703665E+07   1488000E+01  .4099E+05 -.5683E+05   .9999615  .0071594 -.0050721
T  432  1 .7024373E+07   1488000E+01 -.7385E+06  .1978E+06   .9973267 -.0609941  .0402380
T  433  1 .6085095E+07   1488000E+01 -.2107E+06 -.5493E+06   .9935618 -.0598431 -.0961967
T  434  1 .6578629E+07   1488000E+01  .1646E+06 -.1432E+05   .9996935  .0223203 -.0107109
T  435  1 .6164069E+07   1488000E+01  .1357E+06  .2230E+06   .9989038  .0386084  .0264684
T  436  1 .6765646E+07   1488000E+01 -.9498E+05  .3777E+06   .9974978 -.0160196  .0688581
T  437  1 .6431453E+07   1488000E+01  .3017E+06  .7489E+06   .9966930  .0521461  .0623211
T  438  1 .6490916E+07   1488000E+01  .5432E+06  .2573E+06   .9982332  .0385209  .0452387
T  439  1 .6843735E+07   1488000E+01 -.2527E+06 -.4280E+06   .9993916 -.0081146 -.0339196
T  440  1 .6177705E+07   1488000E+01 -.8688E+05 -.1170E+06   .9994992  .0244257 -.0201205
T  441  1 .5917279E+07   1488000E+01 -.5984E+06 -.1400E+06   .9944574 -.1030820 -.0207014
T  442  1 .6003700E+07   1488000E+01 -.7385E+06  .5402E+05   .9977112 -.0558609 -.0381052
T  443  1 .6529850E+07   1488000E+01  .2435E+06  .1705E+06   .9989717  .0442760 -.0097570
T  444  1 .6699805E+07   1488000E+01  .8707E+05  .9179E+03   .9993038 -.0343117  .0146515
T  445  1 .5932833E+07   1488000E+01 -.1780E+06 -.1305E+06   .9997073  .0238846  .0038590
T  446  1 .6054113E+07   1488000E+01  .2584E+06 -.1986E+06   .9996283  .0268089 -.0049512
T  447  1 .7159460E+07   1488000E+01 -.5266E+05 -.4184E+06   .9964566 -.0586992 -.0602387
T  448  1 .6185183E+07   1488000E+01 -.4573E+06  .2937E+06   .9991583 -.0339482 -.0230265
T  449  1 .5850005E+07   1488000E+01  .4833E+06 -.2646E+05   .9944445  .0239256 -.1025069
T  450  1 .6003969E+07   1488000E+01  .3995E+06  .3364E+06   .9930619  .0913677  .0740276
T  451  1 .6193910E+07   1488000E+01 -.3553E+06  .2821E+05   .9968787 -.0590355  .0524177
T  452  1 .6369163E+07   1488000E+01  .1813E+06 -.9787E+05   .9959102 -.0020787 -.0903244
T  453  1 .6654093E+07   1488000E+01 -.1683E+06 -.1934E+06   .9997748  .0012867 -.0211847
T  454  1 .6764378E+07   1488000E+01 -.4237E+06  .1522E+06   .9998341 -.0181888  .0009429
T  455  1 .6074188E+07   1488000E+01 -.4712E+06 -.7437E+06   .9943712 -.0635026 -.0848133
T  456  1 .7067453E+07   1488000E+01 -.8211E+06 -.3312E+06   .9955910 -.0913331 -.0213757
T  457  1 .6593586E+07   1488000E+01 -.3060E+05  .1021E+06   .9989910 -.0258556  .0367215
T  458  1 .6476316E+07   1488000E+01 -.5046E+06 -.3530E+06   .9890615 -.1034653 -.1051298
T  459  1 .6602394E+07   1488000E+01  .2778E+06 -.8919E+05   .9993162  .0300426 -.0215558
T  460  1 .6632737E+07   1488000E+01  .2603E+06  .2491E+06   .9937868  .0408992  .1035139
T  461  1 .6231705E+07   1488000E+01  .4755E+06 -.1540E+05   .9900625  .1406170  .0017588
T  462  1 .6190066E+07   1488000E+01  .1824E+05 -.3433E+05   .9998549 -.0099288 -.0138425
T  463  1 .6490757E+07   1488000E+01 -.3584E+06  .2050E+06   .9978529 -.0566582  .0328554
T  464  1 .6560870E+07   1488000E+01  .1335E+07 -.8379E+05   .9979003  .0644520  .0064020
T  465  1 .7172352E+07   1488000E+01  .3244E+06  .1720E+05   .9992515  .0177581  .0343667
T  466  1 .6429086E+07   1488000E+01 -.9127E+05 -.4813E+06   .9976932 -.0268947 -.0623289
T  467  1 .6068932E+07   1488000E+01 -.2628E+06  .3045E+06   .9942923 -.0252695 -.1036550
T  468  1 .6321110E+07   1488000E+01  .1480E+06  .1805E+06   .9985819  .0527166  .0074238
T  469  1 .6119261E+07   1488000E+01  .1292E+06  .2030E+06   .9996003  .0000809  .0282695
T  470  1 .6008859E+07   1488000E+01  .3985E+06 -.1726E+06   .9973678  .0723593 -.0046473
T  471  1 .5595848E+07   1488000E+01  .9375E+06  .1702E+07   .9674697  .1456169  .2068769
T  472  1 .6579819E+07   1488000E+01  .3230E+06  .1772E+06   .9841012 -.0493281  .1706210
T  473  1 .7056064E+07   1488000E+01 -.1088E+06 -.3229E+06   .9977334 -.0311250 -.0596590
T  474  1 .6183079E+07   1488000E+01 -.6592E+05 -.4151E+05   .9998030 -.0176325 -.0091169
T  475  1 .6443162E+07   1488000E+01  .1514E+06  .5607E+05   .9996670  .0228531 -.0119837
T  476  1 .6217048E+07   1488000E+01  .8193E+06 -.2435E+06   .9943990  .1050701  .0114430
T  477  1 .6333688E+07   1488000E+01 -.1782E+06 -.4306E+05   .9992960 -.0374582 -.0021068
T  478  1 .6891294E+07   1488000E+01  .3766E+05 -.3601E+05   .9996392  .0261609 -.0060909
T  479  1 .6428491E+07   1488000E+01 -.1431E+05 -.5575E+05   .9918671  .1212083  .0388345
T  480  1 .6506002E+07   1488000E+01 -.9369E+05 -.1662E+07   .9904161 -.0391402 -.1324536
T  481  1 .6058936E+07   1488000E+01 -.2544E+06 -.3151E+05   .9992773 -.0378106 -.0038978
T  482  1 .6410777E+07   1488000E+01 -.3429E+06 -.1074E+06   .9998694  .0160769  .0016413
T  483  1 .6408194E+07   1488000E+01 -.2899E+06 -.1392E+06   .9978186 -.0599969 -.0275408
T  484  1 .6793002E+07   1488000E+01  .9430E+05 -.2722E+06   .9960882  .0572855 -.0672801
T  485  1 .5920662E+07   1488000E+01 -.9742E+06  .8917E+06   .9858985 -.0186718  .1662996
T  486  1 .6383122E+07   1488000E+01  .1255E+06 -.9867E+05   .9985466  .0532238 -.0084776
T  487  1 .6656502E+07   1488000E+01  .2032E+06  .3390E+06   .9995391  .0036030  .0301430
T  488  1 .6002971E+07   1488000E+01 -.6209E+06 -.1045E+05   .9912104 -.1299294  .0249051
T  489  1 .6205416E+07   1488000E+01 -.4990E+06 -.3054E+06   .9994483 -.0251897 -.0216487
T  490  1 .5734915E+07   1488000E+01  .9428E+05 -.6369E+05   .9998995  .0120752  .0074265
T  491  1 .6497088E+07   1488000E+01 -.4124E+06 -.7438E+05   .9953359 -.0929693 -.0257520
T  492  1 .6195774E+07   1488000E+01 -.4821E+06 -.9535E+05   .9969360 -.0690589 -.0367342
